ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,contrib_EE_regular_2014,contrib_EE_regular_2015,contrib_EE_regular_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,InflationAssumption_GASB_2014,InflationAssumption_GASB_2015,InflationAssumption_GASB_2016,InvestmentReturnAssumption_GASB_2014,InvestmentReturnAssumption_GASB_2015,InvestmentReturnAssumption_GASB_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,discount,discount_source,infl.ppd,infl.ppd_source,eec,eec_source,avgsalary,avgbenefit,avgbenefit_best,eecRate.ppd_calc,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
132,Louisiana State Parochial Employees,LA,General-S&L,NA,NA,NA,3275866.151,3484006.619,NA,3275866.151,3484006.619,NA,16382,16645,NA,658246.125,675728.375,NA,3382386.502,3584114.343,NA,7237,7530,NA,20.00250816,20.60354042,NA,144758.1563,155144.6563,NA,53004.377,54293.74,NA,653469.653,673853.986,NA,159329.813,172182.697,NA,0.03,0.025,NA,0.0725,0.07,NA,3429151.743,3379696.529,NA,3429151.743,3379696.529,NA,658246.109,675728.358,NA,3456770.307,3660729.828,NA,106520.351,100107.724,NA,3584114.343,ActLiabilities_GASB_2015,675728.358,payroll_2015,3379696.529,MktAssets_net_2015,3484006.619,ActAssets_GASB_2015,100107.724,UAAL_GASB_2015,16645,actives_tot_2015,7530,beneficiaries_tot_2015,155144.6563,benefits_tot_2015,20603.54042,BeneficiaryBenefit_avg_2015,0.07,InvestmentReturnAssumption_GASB_2015,0.025,InflationAssumption_GASB_2015,54293740,contrib_EE_regular_2015,40596.4769,20603.54001,20603.54001,0.08034847,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,AssetSmoothingPeriod_GASB_2015,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
133,Minnesota Police and Fire Retirement Fund,MN,Safety,NA,NA,NA,6525019,7076271,7385777,6525019,7076271,7098090,10879,11157,11398,829374,876232,915827,8151328,8460477,8417621,10039,10209,10352,45.07042694,47.14761353,48.16537857,NA,NA,NA,81213,88733,95172,820333,845076,881222,452462,481330,498608,0.03,0.0275,0.0275,0.08,0.08,0.08,7273100,7348704,7098090,7273100,7348704,7098090,820333,845076,881222,8353141,8484938,11111264,1626309,1384206,1031844,8417621,ActLiabilities_GASB_2016,881222,payroll_2016,7098090,MktAssets_net_2016,7385777,ActAssets_GASB_2016,1031844,UAAL_GASB_2016,11398,actives_tot_2016,10352,beneficiaries_tot_2016,498608,expense_TotBenefits_2016,48165.37857,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,9.52E+07,contrib_EE_regular_2016,77313.73925,48165.37867,48165.37867,0.108000027,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,27,26,25,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
134,Oklahoma Police Pension and Retirement System,OK,Safety,NA,NA,NA,2086297,2229272,2323407,2086297,2229272,2323407,4557,4570,4679,287105.2813,293483.5,312751.0938,2204797.154,2269073.426,2354815,3320,3448,3550,29.47200012,30.0213356,30.41657639,97847.27344,103513.5625,107978.8438,22131,22867,23787,289502,295307,296408,117482,139658,136591,0.03,0.03,0.03,0.075,0.075,0.075,2238466,2264996,2201671,2238466,2264996,2201671,289502.327,295307.065,312751,2204797,2269073,2354815,118500.154,39801.426,31408,2354815,ActLiabilities_GASB_2016,312751,payroll_2016,2201671,MktAssets_net_2016,2323407,ActAssets_GASB_2016,31408,UAAL_GASB_2016,4679,actives_tot_2016,3550,beneficiaries_tot_2016,107978.8438,benefits_tot_2016,30416.57639,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,2.38E+07,contrib_EE_regular_2016,66841.41911,30416.5757,30416.5757,0.076057311,5,5,5,closed,open,open,levdollar,levdollar,levdollar,5,5,5,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,5,UAALAmortPeriod_GASB_2016
135,Utah Public Safety,UT,Safety,NA,NA,NA,2781314,2988371,NA,25473963,27124148,NA,6672,6399,NA,360751,355172,NA,3360027,3511275,NA,4908,5164,NA,29.49531364,31.72599983,NA,NA,NA,NA,835,905,830,360750,355171,NA,144763,155387,164508,0.0275,0.026,NA,0.075,0.072,NA,2899386,2938839,3176545,2899386,2938839,NA,354451,355172,NA,3360027,3511275,NA,578713,522904,NA,3511275,ActLiabilities_GASB_2015,355172,payroll_2015,3176545,MktAssets_net_2016,2988371,ActAssets_GASB_2015,522904,UAAL_GASB_2015,6399,actives_tot_2015,5164,beneficiaries_tot_2015,164508,expense_TotBenefits_2016,31725.99983,BeneficiaryBenefit_avg_2015,0.072,InvestmentReturnAssumption_GASB_2015,0.026,InflationAssumption_GASB_2015,8.30E+05,contrib_EE_regular_2016,55504.29755,31856.70023,31856.70023,0.002336896,5,5,NA,open,open,NA,levpercent,levpercent,NA,20,20,NA,5,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levpercent,pctdollf_2015,20,UAALAmortPeriod_GASB_2015
136,Pennsylvania Municipal Retirement System,PA,General-Local,NA,NA,NA,2081439.591,2173446,NA,2081440,2153626,NA,7580,7698,NA,384270.1563,394133.125,NA,2067264.85,2151341,NA,5108,5360,NA,14.86616421,15.06142139,NA,75936.36719,80729.21875,NA,22781.457,19605.687,NA,NA,NA,NA,78432.682,89855.588,NA,0.03,0.028,NA,0.055,0.055,NA,2049615.132,1994491.256,NA,NA,NA,NA,384270.155,394133.12,NA,NA,NA,NA,-14174.741,-2285,NA,2151341,ActLiabilities_GASB_2015,394133.12,payroll_2015,1994491.256,MktAssets_net_2015,2173446,ActAssets_GASB_2015,-2285,UAAL_GASB_2015,7698,actives_tot_2015,5360,beneficiaries_tot_2015,80729.21875,benefits_tot_2015,15061.42139,BeneficiaryBenefit_avg_2015,0.055,InvestmentReturnAssumption_GASB_2015,0.028,InflationAssumption_GASB_2015,19605687,contrib_EE_regular_2015,51199.41803,15061.42141,15061.42141,0.04974382,1,1,NA,open,open,NA,levdollar,levdollar,NA,30,30,NA,1,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levdollar,pctdollf_2015,30,UAALAmortPeriod_GASB_2015
137,Alameda County Employee's Retirement Association,CA,General-Local,NA,NA,NA,5681097,6083536,6436138,6545159.225,6987026.015,7309485.17,11025,11071,11111,948848,969534,1003651,7592072,7875020,8237715,8813,8990,9242,42.12368011,43.63815308,NA,NA,NA,NA,79714,82949,NA,886925,945858,NA,371236,392307,NA,0.0325,0.0325,0.0325,0.076,0.076,0.076,6023597,5812442,NA,5912426,5853443,NA,948848,969534,1003651,7653069,7971891,NA,1910975,1791484,1801577,8237715,ActLiabilities_GASB_2016,1003651,payroll_2016,5812442,MktAssets_net_2015,6436138,ActAssets_GASB_2016,1801577,UAAL_GASB_2016,11111,actives_tot_2016,9242,beneficiaries_tot_2016,392307,expense_TotBenefits_2015,43638.15308,BeneficiaryBenefit_avg_2015,0.076,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,8.29E+07,contrib_EE_regular_2015,90329.49329,42448.27959,42448.27959,0.082647255,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,18,17,16,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,16,UAALAmortPeriod_GASB_2016
138,Kern County Employees Retirement Association,CA,General-Local,NA,NA,NA,3342122,3529786,3685447,3342121.678,3529785.691,3685447.112,8512,8481,8627,555635,556824.25,567261.125,5492440,5657173,5813092,7397,7599,7847,34.9679985,35.57928848,36.37772369,NA,NA,NA,25810,30325,33278,555752,531598.183,537539.991,254383,270367,285456,0.0325,0.0325,0.0325,0.075,0.075,0.075,3576112,3625093,3571587,3576111.526,3625093.183,3571587.594,555634,556824,567261,5645345.607,5828191.122,5985226.95,2150318,2127387,2127645,5813092,ActLiabilities_GASB_2016,567261,payroll_2016,3571587,MktAssets_net_2016,3685447,ActAssets_GASB_2016,2127645,UAAL_GASB_2016,8627,actives_tot_2016,7847,beneficiaries_tot_2016,285456,expense_TotBenefits_2016,36377.72369,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,3.33E+07,contrib_EE_regular_2016,65754.14397,36377.72397,36377.72397,0.058664354,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,21.5,20.5,19.5,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,19.5,UAALAmortPeriod_GASB_2016
139,Los Angeles City Employees' Retirement System,CA,General-Local,NA,NA,NA,10944750.57,11727161.38,12439250.21,12935503.4,13895589.23,14752102.63,24009,23895,24446,1898064.125,1907664.625,1968702.625,16248853.1,16909996.38,17424996.33,17532,17932,18357,40.87132645,41.84651566,42.40101624,716556.0625,750391.75,778355.4375,204136,207564,211345,1802931,1835637,1876946.179,708956,734736,767264,0.0325,0.0325,0.0325,0.075,0.075,0.075,11844437,11981054,11870182,11791079,11920570,11809329.42,1898064.175,1907664.598,1968702.63,16248853,16909996,17424996.33,5304102.525,5182835.002,4985746.123,17424996.33,ActLiabilities_GASB_2016,1968702.63,payroll_2016,11870182,MktAssets_net_2016,12439250.21,ActAssets_GASB_2016,4985746.123,UAAL_GASB_2016,24446,actives_tot_2016,18357,beneficiaries_tot_2016,778355.4375,benefits_tot_2016,42401.01624,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,2.11E+08,contrib_EE_regular_2016,80532.71005,42401.01528,42401.01528,0.107352424,7,7,7,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,7,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
140,Los Angeles Fire and Police,CA,Safety,NA,NA,NA,15678480,16770060,17645338,16879354.71,18114393.33,19126148.37,13097,13068,13050,1402715,1405171.25,1400808.375,18114229,18337507,18798510,12502,12593,12819,62.9640007,63.70353699,65.99665833,787236.8125,802218.625,846011.1875,124394.889,126770.882,129733.559,1308149,1316969,1351788.221,856035.663,915163.279,987296.111,0.0325,0.0325,0.0325,0.075,0.075,0.075,17001657.42,17346554.08,17104276.34,16989705,17346554,17104276.34,1402715,1405171,1400808,18861992,19385428,19565408.72,2435749,1567447,1153172,18798510,ActLiabilities_GASB_2016,1400808,payroll_2016,17104276.34,MktAssets_net_2016,17645338,ActAssets_GASB_2016,1153172,UAAL_GASB_2016,13050,actives_tot_2016,12819,beneficiaries_tot_2016,846011.1875,benefits_tot_2016,65996.65833,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,129733559,contrib_EE_regular_2016,107341.6092,65996.66023,65996.66023,0.092613377,7,7,7,closed,closed,closed,levpercent,levpercent,levpercent,15,15,15,7,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,15,UAALAmortPeriod_GASB_2016
141,Los Angeles Water and Power,CA,General-Local,NA,NA,NA,8877594.529,9750343.3,10344355.8,8877594.529,9750343,10344355.8,8960,9205,9348,900126.25,920781.0625,928888.6875,10975550.62,11218445.57,12289229,8739,8843,9265,52.35818863,54.33280945,54.57007217,NA,NA,NA,72299.526,68552.375,75068.523,819923.866,839213.254,861818.854,457558.214,480465.024,505591.726,0.0325,0.0325,0.03,0.075,0.075,0.0725,9703317.303,10074300.27,10097842.73,9710178.432,10074300.27,10097394.72,900126.274,920781.074,928888.68,10975550.62,11218445.57,12289229,2097956.088,1468102.267,1944873.2,12289229,ActLiabilities_GASB_2016,928888.68,payroll_2016,10097842.73,MktAssets_net_2016,10344355.8,ActAssets_GASB_2016,1944873.2,UAAL_GASB_2016,9348,actives_tot_2016,9265,beneficiaries_tot_2016,505591.726,expense_TotBenefits_2016,54570.07217,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,75068523,contrib_EE_regular_2016,99367.638,54570.07296,54570.07296,0.080815414,5,5,5,closed,NA,NA,levdollar,levdollar,levdollar,15,15,15,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2014,levdollar,pctdollf_2016,15,UAALAmortPeriod_GASB_2016
142,Orange County ERS,CA,General-Local,NA,NA,NA,11449911,12228009,NA,11450001,12228098,NA,21459,21525,NA,1648160.5,1633110.625,NA,16413124,17050357,NA,15169,15810,NA,40.80348206,42.00543976,NA,NA,NA,NA,232656,249271,NA,1585453,1521036,NA,618948,664106,NA,0.03,NA,NA,0.0725,NA,NA,11536106,11657318,NA,11536106,11657318,NA,1648160,1633112,NA,16618587,17373923,NA,4963213,4822348,NA,17050357,ActLiabilities_GASB_2015,1633112,payroll_2015,11657318,MktAssets_net_2015,12228009,ActAssets_GASB_2015,4822348,UAAL_GASB_2015,21525,actives_tot_2015,15810,beneficiaries_tot_2015,664106,expense_TotBenefits_2015,42005.43976,BeneficiaryBenefit_avg_2015,0.0725,InvestmentReturnAssumption_GASB_2014,0.03,InflationAssumption_GASB_2014,2.49E+08,contrib_EE_regular_2015,75870.47619,42005.4396,42005.4396,0.152635582,5,NA,NA,closed,NA,NA,levpercent,NA,NA,19,NA,NA,5,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levpercent,pctdollf_2014,19,UAALAmortPeriod_GASB_2014
143,Sacramento County ERS,CA,General-Local,NA,NA,NA,7312993,7838825,8236402,7277720.991,7767116,8169906,12049,12072,12393,879998,897341,938554.875,8580928,9028679,9436090,10049,10541,10960,35.40299606,36.86101913,36.80255508,355764.7188,388552,NA,57635,68143,77494,858343,873328,912421,344890,372369,403356,0.0325,0.0325,0.0325,0.075,0.075,0.075,7810001,7878814,7680865,7810001,7878814,7680865,879999,897341,938555,8580928,9028679,9436090,1267935,1189854,1199688,9436090,ActLiabilities_GASB_2016,938555,payroll_2016,7680865,MktAssets_net_2016,8236402,ActAssets_GASB_2016,1199688,UAAL_GASB_2016,12393,actives_tot_2016,10960,beneficiaries_tot_2016,388552,benefits_tot_2015,36802.55508,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,7.75E+07,contrib_EE_regular_2016,75732.67167,35451.82482,35451.82482,0.082567351,7,7,7,closed,closed,closed,levpercent,levpercent,levpercent,21,20,20,7,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
144,San Diego City ERS,CA,General-Local,NA,NA,NA,5828593.547,6204243.99,6455400,5828593.547,6204243.99,6455378.088,7272,7038,6748,480535.9688,480662.375,465100.25,7858703.38,8205952.554,9013100,8822,9103,9454,45.18284988,46.05181503,46.94189453,398603.0938,419209.6563,443788.6875,60101,54705,53118,499463,480536,480536,381468,425755,449268,0.033,0.03175,0.0305,0.0725,0.0725,0.07,6772092,6885023,6807902,6279888,6376713,6296106,480535.973,480662.378,465100,7815425,8090278,8946660,2030109.833,2001708.564,2557800,9013100,ActLiabilities_GASB_2016,465100,payroll_2016,6807902,MktAssets_net_2016,6455400,ActAssets_GASB_2016,2557800,UAAL_GASB_2016,6748,actives_tot_2016,9454,beneficiaries_tot_2016,443788.6875,benefits_tot_2016,46941.89453,BeneficiaryBenefit_avg_2016,0.07,InvestmentReturnAssumption_GASB_2016,0.0305,InflationAssumption_GASB_2016,5.31E+07,contrib_EE_regular_2016,68924.12567,46941.89629,46941.89629,0.114207697,NA,NA,NA,closed,closed,closed,levpercent,levpercent,levpercent,15,15,15,NA,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2016,levpercent,pctdollf_2016,15,UAALAmortPeriod_GASB_2016
145,Chicago Municipal Employees,IL,General-Local,NA,NA,NA,5039297.432,4815126.844,4590366.241,5039297.432,4815126.844,4590366.241,30160,30683,30296,1602977.625,1643481,1646939.25,12307094.06,14647114.97,15055348.7,24852,24962,25234,31.19861221,32.16255569,NA,NA,NA,NA,129971.981,131428.104,NA,1602977.593,1643480.973,1646939.238,775347.914,802841.736,NA,0.03,0.03,0.03,0.075,0.075,0.075,5179486.296,4741427.557,NA,5179486.296,4741427.557,4436227.596,1602977.593,1643480.973,1646939.238,12307094.06,23358869.63,23291271.4,7267796.63,9831988.127,1046498.245,15055348.7,ActLiabilities_GASB_2016,1646939.238,payroll_2016,4741427.557,MktAssets_net_2015,4590366.241,ActAssets_GASB_2016,1046498.245,UAAL_GASB_2016,30296,actives_tot_2016,25234,beneficiaries_tot_2016,802841.736,expense_TotBenefits_2015,32162.55569,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,131428104,contrib_EE_regular_2015,54361.60675,31815.87287,31815.87287,0.079801429,5,5,5,open,open,open,levdollar,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
146,Chicago Police,IL,Safety,NA,NA,NA,2954318.954,3186423.762,NA,2737727.266,2935266.948,NA,12020,12061,NA,1074333.375,1086608,NA,11334799.01,11288237.05,NA,13230,13210,NA,49.53485107,51.35440063,NA,NA,NA,NA,95675.538,107626.311,NA,1074333.318,1086607.979,NA,655346.057,678391.614,NA,0.03,0.03,NA,0.075,0.075,NA,3062014.322,3058949.037,NA,3062014.322,3058949.037,NA,1074333.318,1086607.979,NA,11773430.56,12032733,NA,8380480.057,8101813.286,NA,11288237.05,ActLiabilities_GASB_2015,1086607.979,payroll_2015,3058949.037,MktAssets_net_2015,3186423.762,ActAssets_GASB_2015,8101813.286,UAAL_GASB_2015,12061,actives_tot_2015,13210,beneficiaries_tot_2015,678391.614,expense_TotBenefits_2015,51354.40063,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2015,0.03,InflationAssumption_GASB_2015,107626311,contrib_EE_regular_2015,90092.69372,51354.39924,51354.39924,0.099047967,5,5,NA,open,open,NA,levpercent,levpercent,NA,30,30,NA,5,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levpercent,pctdollf_2015,30,UAALAmortPeriod_GASB_2015
147,Cook County Employees,IL,General-Local,NA,NA,NA,8810509.07,8991018.918,NA,8810509.07,8991018.918,NA,21656,21596,NA,1514550,1572417.25,NA,14140547.35,14936591.34,NA,17076,17597,NA,35.56800079,37.22200012,NA,607365.4375,654992.75,NA,129325.318,137707.719,NA,1514550.023,1572417.298,NA,595655.898,643197.044,NA,0.0325,0.0325,NA,0.075,0.075,NA,9068398.78,8643044.275,NA,9068398.78,8643044.275,NA,1514550.023,1572417.298,NA,21894892.53,23963085.69,NA,5330038.283,5945572.418,NA,14936591.34,ActLiabilities_GASB_2015,1572417.298,payroll_2015,8643044.275,MktAssets_net_2015,8991018.918,ActAssets_GASB_2015,5945572.418,UAAL_GASB_2015,21596,actives_tot_2015,17597,beneficiaries_tot_2015,654992.75,benefits_tot_2015,37222.00012,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2015,0.0325,InflationAssumption_GASB_2015,137707719,contrib_EE_regular_2015,72810.58057,37221.84179,37221.84179,0.087577082,5,5,NA,open,open,NA,levdollar,levdollar,NA,30,30,NA,5,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levdollar,pctdollf_2015,30,UAALAmortPeriod_GASB_2015
148,Boston Retirement Board,MA,General-Local,NA,NA,NA,5662637.324,5941383.647,NA,4240389.786,4440479.851,NA,20388,20498,NA,1407023.75,1434989.75,NA,9351777.635,9648825.27,NA,0,14485,0,NA,37.87400818,NA,NA,NA,NA,143397,147090,NA,1444652.177,1493958,NA,528022,548605,NA,NA,0.045,NA,NA,0.0775,NA,5674147,5559293,NA,5674147,5559293.37,NA,1439820.883,1434989.766,NA,9522212.908,9969543.077,NA,3689140.312,3770441.623,NA,9648825.27,ActLiabilities_GASB_2015,1434989.766,payroll_2015,5559293,MktAssets_net_2015,5941383.647,ActAssets_GASB_2015,3770441.623,UAAL_GASB_2015,20498,actives_tot_2015,0,beneficiaries_tot_2016,548605,expense_TotBenefits_2015,37874.00818,BeneficiaryBenefit_avg_2015,0.0775,InvestmentReturnAssumption_GASB_2015,0.045,InflationAssumption_GASB_2015,1.47E+08,contrib_EE_regular_2015,70006.33067,Inf,37874.00818,0.102502473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AssetSmoothingPeriod_GASB_2014,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
149,New York City Fire,NY,Safety,NA,NA,NA,9808854,NA,NA,NA,NA,NA,10319,NA,NA,1150389.625,NA,NA,17700868,NA,NA,17280,17261,NA,60.13570786,61.967556,NA,1039145,1069622,NA,108859,108582,116619,1102398,1111744,1129470,1099162,1150505,1290882,NA,NA,NA,0.07,0.07,0.07,10595838,10815330,10899763,11458638,11679331,10899736,1150390,1111744,1129470,17980493,18601756,19711495,7892014,NA,NA,17700868,ActLiabilities_GASB_2014,1129470,payroll_2016,10899763,MktAssets_net_2016,9808854,ActAssets_GASB_2014,7892014,UAAL_GASB_2014,10319,actives_tot_2014,17261,beneficiaries_tot_2015,1069622,benefits_tot_2015,61967.556,BeneficiaryBenefit_avg_2015,0.07,InvestmentReturnAssumption_GASB_2016,NA,InflationAssumption_GASB_2014,1.17E+08,contrib_EE_regular_2016,109455.3736,61967.55692,61967.55692,0.103251082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AssetSmoothingPeriod_GASB_2014,NA,openclosedf_2014,NA,pctdollf_2014,NA,UAALAmortPeriod_GASB_2014
150,New York City Police,NY,Safety,NA,NA,NA,29212981,NA,NA,NA,NA,NA,34402,NA,NA,3618095.25,NA,NA,43672552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228783,241102,249921,3420296,3512778,3540326,2305609,2360484,2475738,0.025,NA,NA,0.07,NA,NA,31750892,32355973,33482610,34456182,32355973,33482610,3618095,3512778,3540326,46286703,42404867,45507890,14459571,NA,NA,43672552,ActLiabilities_GASB_2014,3540326,payroll_2016,33482610,MktAssets_net_2016,29212981,ActAssets_GASB_2014,14459571,UAAL_GASB_2014,34402,actives_tot_2014,NA,beneficiaries_tot_2014,2475738,expense_TotBenefits_2016,NA,BeneficiaryBenefit_avg_2014,0.07,InvestmentReturnAssumption_GASB_2014,0.025,InflationAssumption_GASB_2014,2.50E+08,contrib_EE_regular_2016,102910.4703,NA,NA,0.070592652,6,NA,NA,closed,NA,NA,levdollar,NA,NA,15,NA,NA,6,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levdollar,pctdollf_2014,15,UAALAmortPeriod_GASB_2014
151,Milwaukee City ERS,WI,General-Local,NA,NA,NA,4797437,4899155,NA,4797437,4899155,NA,10964,10982,NA,529939,535802,NA,4935482,5065141,NA,12597,12763,NA,25.06146812,25.72247887,NA,315699.3125,328296,NA,43663,49553,NA,529939,535802,NA,321279,NA,NA,0.03,0.03,NA,0.085,0.085,NA,4953150,4752308,NA,4953150,4752308,NA,529939,535802,NA,5066621,5172865,NA,138045,165986,NA,5065141,ActLiabilities_GASB_2015,535802,payroll_2015,4752308,MktAssets_net_2015,4899155,ActAssets_GASB_2015,165986,UAAL_GASB_2015,10982,actives_tot_2015,12763,beneficiaries_tot_2015,328296,benefits_tot_2015,25722.47887,BeneficiaryBenefit_avg_2015,0.085,InvestmentReturnAssumption_GASB_2015,0.03,InflationAssumption_GASB_2015,4.96E+07,contrib_EE_regular_2015,48789.10945,25722.47904,25722.47904,0.092483791,5,5,NA,closed,closed,NA,levpercent,levpercent,NA,19,18,NA,5,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levpercent,pctdollf_2015,18,UAALAmortPeriod_GASB_2015
152,Philadelphia Municipal Retirement System,PA,General-Local,NA,NA,NA,4814912,4863413,4936020,4814912,4863413.137,4936019.741,27065,27951,28308,1495421.375,1597848.875,1676549,10521835,10800392,11024798,36533,36611,36598,22.05220032,24.01952934,24.17763329,NA,NA,NA,53722,58658,67055,1429723.436,NA,NA,805633,879379,884853,0.033,0.033,0.033,0.0785,0.0775,0.077,4916705,4674252,4357975,4916705.397,NA,NA,1495421.387,1597848.869,1544800,10442220.27,NA,NA,5706923,5936979,6088778,11024798,ActLiabilities_GASB_2016,1544800,payroll_2016,4357975,MktAssets_net_2016,4936020,ActAssets_GASB_2016,6088778,UAAL_GASB_2016,28308,actives_tot_2016,36598,beneficiaries_tot_2016,884853,expense_TotBenefits_2016,24177.63329,BeneficiaryBenefit_avg_2016,0.077,InvestmentReturnAssumption_GASB_2016,0.033,InflationAssumption_GASB_2016,6.71E+07,contrib_EE_regular_2016,54571.14597,24177.63266,24177.63266,0.043406914,10,10,10,open,open,open,levdollar,levdollar,levdollar,34,34,34,10,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,34,UAALAmortPeriod_GASB_2016
