ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,avgsalary,avgbenefit,avgbenefit_best,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
48,Maryland PERS,MD,General-S&L,NA,NA,NA,14547390,15615327,16130438,42996956.526,46170624.066,47803679.296,84825,83794,82625,4215e3,4300747.5,4245333.5,22059765,23402850,23817251,69459,72031,74211,15.83668041229248,16.335424423217773,16.530824661254883,11e5,1176657,1226769,4219732,4305637,4250288,1090306,1147453,1226291,15365014,15510791,15331453,15365014,15511326,15331453,4214981,4300748,4250288,22097648,23408479,24346805,7512375,7787524,7686814,23817251,ActLiabilities_GASB_2016,4250288,payroll_2016,15331453,MktAssets_net_2016,16130438,ActAssets_GASB_2016,7686814,UAAL_GASB_2016,82625,actives_tot_2016,74211,beneficiaries_tot_2016,1226769,benefits_tot_2016,16530.824661254883,BeneficiaryBenefit_avg_2016,51440.70196671709,16530.824271334437,16530.824271334437,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,25,25,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
49,Maryland Teachers,MD,Teachers,NA,NA,NA,26067577,27995476,29020809,42996956.526,46170624.066,47803679.296,104470,105526,105547,631e4,6470706.5,6611038,36882587,38934459,39934125,68929,71176,73582,26.85371971130371,27.282312393188477,27.346965789794922,1851e3,1941845.875,2012244.5,6310253,6470706,6611038,1842127,1933457,2028004,27491055,27763928,27542213,27491055,27763619,27542213,6310253,6470706,6611038,37324936,39239039,40533421,10815010,10938983,10913316,39934125,ActLiabilities_GASB_2016,6611038,payroll_2016,27542213,MktAssets_net_2016,29020809,ActAssets_GASB_2016,10913316,UAAL_GASB_2016,105547,actives_tot_2016,73582,beneficiaries_tot_2016,2012244.5,benefits_tot_2016,27346.965789794922,BeneficiaryBenefit_avg_2016,62635.96312543227,27346.96664945231,27346.96664945231,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,25,25,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
50,Massachusetts SRS,MA,General-State,NA,NA,NA,21581133,22720160,23465963,21581133,22720160,23465963,88156,88508,88081,5344510.5,5591911,5792288,30679600,33679150,36966278,56327,57774,61377,29.628999710083008,30.819000244140625,32.63600158691406,1668889.5,1780541.625,2003072.125,NA,5591911,5559624,1825015,1876451,775476,23930895,24042585,15210068,NA,24042585,23971156,5344510.322,5591911.233,5792288.086,NA,34492414,3776e4,9098467,10958990,13500315,36966278,ActLiabilities_GASB_2016,5792288.086,payroll_2016,15210068,MktAssets_net_2016,23465963,ActAssets_GASB_2016,13500315,UAAL_GASB_2016,88081,actives_tot_2016,61377,beneficiaries_tot_2016,2003072.125,benefits_tot_2016,32636.001586914063,BeneficiaryBenefit_avg_2016,65760.925579864,32635.549554393343,32635.549554393343,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,26,NA,NA,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,26,UAALAmortPeriod_GASB_2014
51,Massachusetts Teachers,MA,Teachers,NA,NA,NA,22940196,23946759,24593787,22940196,23946759,24593787,88788,90070,91059,5962650,6204274.5,6388732,40741695,44115769,46562807,61034,62312,63744,41.012001037597656,42.13800048828125,42.891998291015625,2503106.75,2625686.5,2734293.25,NA,6204274,6388732,2551737,2684049,2791011,25538646,25429068,24942072,NA,25429068,24942072,5962649.921,6204274.389,6388732.216,NA,44728711,473e5,17801499,20169010,21969020,46562807,ActLiabilities_GASB_2016,6388732.216,payroll_2016,24942072,MktAssets_net_2016,24593787,ActAssets_GASB_2016,21969020,UAAL_GASB_2016,91059,actives_tot_2016,63744,beneficiaries_tot_2016,2734293.25,benefits_tot_2016,42891.998291015625,BeneficiaryBenefit_avg_2016,70160.35994245489,42894.91167796185,42894.91167796185,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,26,25,25,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
52,Michigan Municipal,MI,General-Local,NA,NA,NA,8539183.003,8892838.764,NA,8546363.754,8953772.507,NA,35302,35274,NA,1743799.125,1786825.375,NA,12095941.085,13368027.542,NA,35754,37467,NA,20.224000930786133,20.76799964904785,NA,723077.625,778114.3125,NA,NA,NA,NA,707268,754978,NA,8077998,7886586,NA,NA,NA,NA,1744e3,1787e3,NA,NA,NA,NA,3556758.082,4475188.777999999,NA,13368027.542,ActLiabilities_GASB_2015,1787e3,payroll_2015,7886586,MktAssets_net_2015,8892838.764,ActAssets_GASB_2015,4475188.777999999,UAAL_GASB_2015,35274,actives_tot_2015,37467,beneficiaries_tot_2015,778114.3125,benefits_tot_2015,20767.99964904785,BeneficiaryBenefit_avg_2015,50660.54317627715,20767.9908319321,20767.9908319321,10,10,NA,open,open,NA,levpercent,levpercent,NA,24,24,NA,10,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levpercent,pctdollf_2015,24,UAALAmortPeriod_GASB_2015
53,Michigan Public Schools,MI,Teachers,NA,NA,NA,39625615.493,41006352.969,NA,39625615.493,41006352.969,NA,199674,194957,NA,7943921.5,8005009,NA,66104591.279,67727577.579,NA,204512,207651,NA,21.66699981689453,22.002552032470703,NA,4431065,4568852,NA,8895091,8426755,8510200,4388329,4530915,4671300,43773189,42382361,43460579,43773189,42382361,43460579,8167e3,8264e3,8510200,66174798,67355988,68970001,26478975.786,26721224.61,NA,67727577.579,ActLiabilities_GASB_2015,8510200,payroll_2016,43460579,MktAssets_net_2016,41006352.969,ActAssets_GASB_2015,26721224.61,UAAL_GASB_2015,194957,actives_tot_2015,207651,beneficiaries_tot_2015,4568852,benefits_tot_2015,22002.552032470703,BeneficiaryBenefit_avg_2015,43651.677036474706,22002.552359487792,22002.552359487792,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,24,23,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,23,UAALAmortPeriod_GASB_2016
54,Michigan SERS,MI,General-State,NA,NA,NA,9961903.019,10416577.282,NA,9961903.019,10416577.282,NA,14985,13404,NA,1010986.9375,922092928,NA,16172937.851,16237489.614,NA,57615,58453,NA,21.04199981689453,21.46299934387207,NA,1212333,1254602,NA,1006633,946977,872358,1222881,1265335,1289598,10974806,10731918,10980343,10974806,10731762,10980343,1010987,922093,872358,16121945,16234303,16272175,6211034.832,5820912.332,NA,16237489.614,ActLiabilities_GASB_2015,872358,payroll_2016,10980343,MktAssets_net_2016,10416577.282,ActAssets_GASB_2015,5820912.332,UAAL_GASB_2015,13404,actives_tot_2015,58453,beneficiaries_tot_2015,1254602,benefits_tot_2015,21462.99934387207,BeneficiaryBenefit_avg_2015,65081.91584601612,21463.432159170614,21463.432159170614,5,5,NA,closed,closed,NA,levdollar,levdollar,NA,22,NA,NA,5,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levdollar,pctdollf_2015,22,UAALAmortPeriod_GASB_2014
55,Minneapolis ERF,MN,General-Local,NA,NA,NA,935946,17974439,18765863,935946,NA,NA,42,145650,148745,2851,5616092,5906821,1140920,23560951,24848409,3777,90592,94288,35.25,0.7295677065849304,14.415153503417969,133139,NA,NA,3795,5549255,5773708,134466,66093,1359176,935946,0,17995149,935946,18581795,17994909,3795,5549255,5773708,1157169,23764314,26114413,204974,5586512,6082546,24848409,ActLiabilities_GASB_2016,5773708,payroll_2016,17995149,MktAssets_net_2016,18765863,ActAssets_GASB_2016,6082546,UAAL_GASB_2016,148745,actives_tot_2016,94288,beneficiaries_tot_2016,133139,benefits_tot_2014,14415.153503417969,BeneficiaryBenefit_avg_2016,38816.14844196444,1412.0460716103853,1412.0460716103853,NA,5,5,closed,closed,closed,levpercent,levpercent,levpercent,17,18,NA,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,18,UAALAmortPeriod_GASB_2015
56,Minnesota GERF,MN,General-S&L,NA,NA,NA,15644540,17974439,18765863,15644540,17974439,18765863,143343,145650,148745,5392643,5616092,5906821,21282504,23560951,24848409,83134,90592,94288,13.612000465393066,14.029472351074219,14.809784889221191,1148130,1270958,1396385,5351920,5549255,5773708,1109866,1235303,1359176,17404822,18581795,17995149,17404822,18581795,17994909,5351920,5549255,5773708,22102321,23764314,26114413,5637964,5586512,6082546,24848409,ActLiabilities_GASB_2016,5773708,payroll_2016,17995149,MktAssets_net_2016,18765863,ActAssets_GASB_2016,6082546,UAAL_GASB_2016,148745,actives_tot_2016,94288,beneficiaries_tot_2016,1396385,benefits_tot_2016,14809.784889221191,BeneficiaryBenefit_avg_2016,38816.14844196444,14809.784914305108,14809.784914305108,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,19,18,NA,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,18,UAALAmortPeriod_GASB_2015
57,Minnesota State Employees,MN,General-State,NA,NA,NA,10326272,11223285,11676370,10326272,11223285,11676370,49663,49037,49472,2653367,2727560,2889433,12445126,13092702,14316886,34729,36476,37952,17.965999603271484,18.253673553466797,18.6383056640625,623942,665821,707361,2620660,2714418,2797345,623942,665821,707361,11498604,11638319,11223065,11498604,11638319,11223065,2620660,2714418,2797345,13120176,13177712,23621950,2118854,1869417,2640516,14316886,ActLiabilities_GASB_2016,2797345,payroll_2016,11223065,MktAssets_net_2016,11676370,ActAssets_GASB_2016,2640516,UAAL_GASB_2016,49472,actives_tot_2016,37952,beneficiaries_tot_2016,707361,benefits_tot_2016,18638.3056640625,BeneficiaryBenefit_avg_2016,56544.004689521345,18638.306281618887,18638.306281618887,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,26,26,26,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,26,UAALAmortPeriod_GASB_2016
58,Minnesota Teachers,MN,Teachers,NA,NA,NA,18181932,19696893,20194279,18181932,19696893,20194279,77243,79406,80530,4353988,4672229,4858593,24528506,25562155,26716216,58809,61986,63503,26.760578155517578,26.320524215698242,27.064767837524414,1573762.875,NA,NA,4056482,4306426,4515699,1581766.643,1631504.015,1718693.913,20293684.479,20214142.877,19424431.199,20293684,20446091,19424431,4056482,4306426,4515699,24901612,26632080,43276817,6346574,5865262,6521937,26716216,ActLiabilities_GASB_2016,4515699,payroll_2016,19424431.199,MktAssets_net_2016,20194279,ActAssets_GASB_2016,6521937,UAAL_GASB_2016,80530,actives_tot_2016,63503,beneficiaries_tot_2016,1573762.875,benefits_tot_2014,27064.767837524414,BeneficiaryBenefit_avg_2016,56074.74233205017,24782.496496228527,24782.496496228527,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,23,23,NA,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,23,UAALAmortPeriod_GASB_2015
59,Mississippi PERS,MS,General-S&L,NA,NA,NA,22569940,24387161,25185078,22569940,24387161,25185078,161360,157215,154104,5834686.5,5904827,6022533,37015288,40364584,41997513,93504,96338,99483,21.371999740600586,21.967683792114258,22607.328125,1998323,2116322.75,2249044.736,5834687,5904827,6022533,2099843,2219240,2367709,24877119,24906556,24135016,24877119,24906556,24135016,5834687,5904827,6022533,37015288,40364584,41997513,14445348,15977423,16812435,41997513,ActLiabilities_GASB_2016,6022533,payroll_2016,24135016,MktAssets_net_2016,25185078,ActAssets_GASB_2016,16812435,UAAL_GASB_2016,154104,actives_tot_2016,99483,beneficiaries_tot_2016,2249044.736,benefits_tot_2016,22607328.125,BeneficiaryBenefit_avg_2016,39080.96480299019,22607.327241840318,22607.327241840318,5,5,5,open,open,open,levpercent,levpercent,levpercent,29.2,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
60,Missouri DOT and Highway Patrol,MO,Safety,NA,NA,NA,1795264.291,1967001.509,2086654.348,1795264.291,1967001.509,2086654.348,7390,7358,7441,332085.6875,334400.96875,339799.375,3650241.741,3715845.651,3761733.004,8401,8588,8684,25.84805679321289,25.968969345092773,26.16523551940918,217149.53125,223021.515625,227218.90625,336590.797,342264.593,344154.131,231384.708,241714.876,238056.454,1957456.213,2009367.134,1992073.946,1957456.213,2009367.134,1992073.946,336590.797,342264.593,344275.147,3650241.741,3715845.651,3761733.004,1854977.45,1748844.142,1675078.656,3761733.004,ActLiabilities_GASB_2016,344275.147,payroll_2016,1992073.946,MktAssets_net_2016,2086654.348,ActAssets_GASB_2016,1675078.656,UAAL_GASB_2016,7441,actives_tot_2016,8684,beneficiaries_tot_2016,227218.90625,benefits_tot_2016,26165.23551940918,BeneficiaryBenefit_avg_2016,46267.322537293374,26165.23563450023,26165.23563450023,3,3,3,closed,closed,closed,levpercent,levpercent,levpercent,17,16,16,3,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,16,UAALAmortPeriod_GASB_2016
61,Missouri Local,MO,General-Local,NA,NA,NA,5388198.677,5972471.342,6320171.438,5387990.131,5972290.794,NA,33205,33104,33335,1456008.5,1462218.25,1507588.5,5873910.959,6324109.191,6671352.337,18502,19568,20649,10.788000106811523,11.185999870300293,11.305999755859375,199601.515625,218892.5625,233448.28125,NA,NA,NA,229637.836,250978.528,262032.383,6309952.296,6381353.861,6302285.751,NA,NA,NA,1456008.487,1462218.216,1507588.47,NA,NA,NA,485712.282,351637.849,351180.899,6671352.337,ActLiabilities_GASB_2016,1507588.47,payroll_2016,6302285.751,MktAssets_net_2016,6320171.438,ActAssets_GASB_2016,351180.899,UAAL_GASB_2016,33335,actives_tot_2016,20649,beneficiaries_tot_2016,233448.28125,benefits_tot_2016,11305.999755859375,BeneficiaryBenefit_avg_2016,45225.39283035848,11305.548997530148,11305.548997530148,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
62,Missouri PEERS,MO,General-S&L,NA,NA,NA,3584719,3915199,4157427,3584719.233,3915199.113,NA,45589,46835,47851,1442701,1469772,NA,4211489,4512317,4809666,25029,26298,27583,7.704240798950195,8.006197929382324,8.363327980041504,192829.4375,210547,NA,1467926.166,1510558.455,1554732.332,196744.702,215242.49,230685.686,3846322.886,3983410.821,4007330.675,3846322.886,3983410.821,4007330.675,1442701,1469772,1519081,4211488.832,4512316.979,4809665.957,626770,597118,652239,4809666,ActLiabilities_GASB_2016,1519081,payroll_2016,4007330.675,MktAssets_net_2016,4157427,ActAssets_GASB_2016,652239,UAAL_GASB_2016,47851,actives_tot_2016,27583,beneficiaries_tot_2016,210547,benefits_tot_2015,8363.327980041504,BeneficiaryBenefit_avg_2016,31746.06591293808,7633.216111372947,7633.216111372947,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,24.1,23.2,24.9,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,24.9,UAALAmortPeriod_GASB_2016
63,Missouri State Employees,MO,General-State,NA,NA,NA,8637758.955,8792485.658,8878057.191,8637758.955,8792485.658,8878057.191,50621,49980,49464,1902719.875,1919e3,1921.5,11494571.835,11727618.41,12751162.753,41e3,44107,45884,15.090988159179688,14.756524085998535,14.837742805480957,618730.5,650866,680815,1902719.928,1918527.768,1921528.936,677097.411,723994.041,750440.412,9136781.826,8516654.912,8109161.214,9136781.826,8516654.912,8109161.214,1902719.928,1918527.768,1921528.936,11494571.835,11727618.41,12751162.753,2856812.88,2935132.752,3873105.562,12751162.753,ActLiabilities_GASB_2016,1921528.936,payroll_2016,8109161.214,MktAssets_net_2016,8878057.191,ActAssets_GASB_2016,3873105.562,UAAL_GASB_2016,49464,actives_tot_2016,45884,beneficiaries_tot_2016,680815,benefits_tot_2016,14837.742805480957,BeneficiaryBenefit_avg_2016,38847.018761119194,14837.743004097289,14837.743004097289,3,3,5,closed,closed,closed,levpercent,levpercent,levpercent,30,29,28,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
64,Missouri Teachers,MO,Teachers,NA,NA,NA,31846599,34073415,35419278,31846599.387,34073415.23,NA,75168,78314,78129,4425568,4508242,4556137,38483184,40610540,41744619,54486,60309,58020,39.142425537109375,37.53928756713867,40.67029571533203,2132714.25,2263957,2359690.5,4441309.441,4530516.545,4620370.228,2180546.938,2270258.828,2376276.333,34380608.56,34837679.505,34303969.832,34380608.56,34837679.505,34303969.832,4425568,4508242,4556137,38483183.932,40610539.616,41744618.662,6636585,6537125,6325341,41744619,ActLiabilities_GASB_2016,4556137,payroll_2016,34303969.832,MktAssets_net_2016,35419278,ActAssets_GASB_2016,6325341,UAAL_GASB_2016,78129,actives_tot_2016,58020,beneficiaries_tot_2016,2359690.5,benefits_tot_2016,40670.29571533203,BeneficiaryBenefit_avg_2016,58315.567842926444,40670.29472595656,40670.29472595656,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,24.2,22.1,24.6,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,24.6,UAALAmortPeriod_GASB_2016
65,Montana PERS,MT,General-S&L,NA,NA,NA,4595805,4926516,5247685,4595805.33,4926515.81,5247685.31,28229,28237,28390,1120939.75,1156855.375,1185.64599609375,6177505,6470303,6787923,20081,20681,21333,15.076863288879395,15.782135009765625,16.4865665435791,302758.5,326390.34375,351707.9375,1129109.402,1154866.605,1185646,296252.167,319586.771,344183.674,4942906.706,5061058.221,5032807.11,4942769.917,5061058.221,5032807.11,1129109,1154867,1185646,6188780.815,6458930.267,6736152.999,1581700,1543787,1540238,6787923,ActLiabilities_GASB_2016,1185646,payroll_2016,5032807.11,MktAssets_net_2016,5247685,ActAssets_GASB_2016,1540238,UAAL_GASB_2016,28390,actives_tot_2016,21333,beneficiaries_tot_2016,351707.9375,benefits_tot_2016,16486.5665435791,BeneficiaryBenefit_avg_2016,41762.80380415639,16486.567172924577,16486.567172924577,4,4,4,open,open,open,levpercent,levpercent,levpercent,30,30,30,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
66,Montana Teachers,MT,Teachers,NA,NA,NA,3397436,3609847,3798944,3397435.877,3609847.02,3798943.99,17714,17805,18332,712802,729653,673891,5191069,5351392,5483674,14349,14839,15164,21.065719604492188,21.66699981689453,22.187999725341797,302272,321511,336465,750604.063,768718.699,795920.906,285182.358,303675.3,320810.259,3652220.265,3708385.838,3656830.798,3652220.265,3708385.838,3656830.798,750604,768719,795921,5191069.342,5351391.599,5483673.777,1793633,1741545,1684730,5483674,ActLiabilities_GASB_2016,795921,payroll_2016,3656830.798,MktAssets_net_2016,3798944,ActAssets_GASB_2016,1684730,UAAL_GASB_2016,18332,actives_tot_2016,15164,beneficiaries_tot_2016,336465,benefits_tot_2016,22187.999725341797,BeneficiaryBenefit_avg_2016,43417.030329478504,22188.406752835665,22188.406752835665,4,4,4,open,open,open,levpercent,levpercent,levpercent,28,28,24,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,24,UAALAmortPeriod_GASB_2016
67,Nebraska Schools,NE,Teachers,NA,NA,NA,8622023.999,9485594.65,10045925.478,8622023.999,9485594.65,10045925.478,40462,40994,41443,1774679.5,1845980,1901967.375,10426112.609,10778303.637,11207298.169,20889,21836,22857,22.131893157958984,22.36524200439453,22.72433090209961,462313.125,488367.40625,519410.03125,1697851.809,1751542.327,1808182.946,451130.637,486435.945,512478.1,9450981.723,9685816.053,9698584.81,9450981.723,9685816.053,9698584.81,1774679.549,1845979.997,1901967.362,10426112.609,10778303.637,11207298.169,1804088.61,1292708.987,1161372.691,11207298.169,ActLiabilities_GASB_2016,1901967.362,payroll_2016,9698584.81,MktAssets_net_2016,10045925.478,ActAssets_GASB_2016,1161372.691,UAAL_GASB_2016,41443,actives_tot_2016,22857,beneficiaries_tot_2016,519410.03125,benefits_tot_2016,22724.33090209961,BeneficiaryBenefit_avg_2016,45893.57338995729,22724.330894255592,22724.330894255592,5,5,5,closed,closed,NA,levdollar,levpercent,levpercent,26,21,NA,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2015,levpercent,pctdollf_2016,21,UAALAmortPeriod_GASB_2015
68,Nevada Police Officer and Firefighter,NV,Safety,NA,NA,NA,6851249.121,7440771.884,7979794.762,6851249.121,7440771.884,7979794.762,11813,11984,12137,NA,NA,NA,9222718.669,9750896.075,10344779.25,6034,7282,7696,58.99187469482422,52.970619201660156,54.64788818359375,NA,NA,NA,NA,NA,NA,355956.965,385732.053,420570.151,7321813.228,7635342.043,7777949.267,NA,NA,NA,925587.85,947922.755,975244.269,NA,NA,NA,2371500,2311124.191,2364984.488,10344779.25,ActLiabilities_GASB_2016,975244.269,payroll_2016,7777949.267,MktAssets_net_2016,7979794.762,ActAssets_GASB_2016,2364984.488,UAAL_GASB_2016,12137,actives_tot_2016,7696,beneficiaries_tot_2016,420570.151,expense_TotBenefits_2016,54647.88818359375,BeneficiaryBenefit_avg_2016,80352.99241987312,54647.888643451144,54647.888643451144,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
69,Nevada Regular Employees,NV,General-S&L,NA,NA,NA,24614307.816,26277157.892,27916452.518,24614307.816,26277157.892,27916452.518,88709,91124,47899,4263100,2133779,4458.2001953125,34774341.511,36318260.954,38114382.32,48283,50877,53484,30.254472732543945,30.907974243164062,31.62232208251953,NA,NA,NA,NA,NA,NA,1460776.68,1572505.051,1691288.229,26253267.929,26975378.141,27224079.639,NA,NA,NA,4827560.245,4973695.559,5105827.741,NA,NA,NA,10160033.695,10041103.062,10197929.802,38114382.32,ActLiabilities_GASB_2016,5105827.741,payroll_2016,27224079.639,MktAssets_net_2016,27916452.518,ActAssets_GASB_2016,10197929.802,UAAL_GASB_2016,47899,actives_tot_2016,53484,beneficiaries_tot_2016,1691288.229,expense_TotBenefits_2016,31622.32208251953,BeneficiaryBenefit_avg_2016,106595.70640305644,31622.321236257572,31622.321236257572,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
70,New Hampshire Retirement System,NH,General-S&L,NA,NA,NA,6700553.435,7280760.612,7636066.231,6721799.334,7300276.091,7663416.136,48307,47812,48069,2507898.75,2575031.25,2601403.5,11045173.866,12303635.908,12732865.722,31054,31350,32776,19.407129287719727,20.137544631958008,20.452770233154297,602669,NA,NA,2507899,2575031,2601404,599476,631312,670360,7390628,7509926,7434318,7390628,7509926,7434318,2507898.809,2575030.21,2601403.606,11144214,11471453,12751913,4344620.431,5022875.296,5096799.491,12732865.722,ActLiabilities_GASB_2016,2601403.606,payroll_2016,7434318,MktAssets_net_2016,7636066.231,ActAssets_GASB_2016,5096799.491,UAAL_GASB_2016,48069,actives_tot_2016,32776,beneficiaries_tot_2016,602669,benefits_tot_2014,20452.770233154297,BeneficiaryBenefit_avg_2016,54118.11366993281,18387.50915303881,18387.50915303881,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,24,23,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,23,UAALAmortPeriod_GASB_2016
71,New Jersey PERS,NJ,General-S&L,NA,NA,NA,29894899.794,30364082.943,30367323.589,29894899.794,30364082.943,30367323.589,266526,259161,254685,12512158,12453207,12447987,49097768.138,51067402.498,53085686.728,160716,166637,170124,19.497758865356445,19.381826400756836,20.08024024963379,NA,NA,NA,11448531.265,11441433.226,11320198.747,3133601.845,3229729.4,3416130.678,28999581.773,28553566.906,26762070.61,28999581.773,28553566.906,26762070.61,11441433.226,11320198.747,11296345.312,67849420.727,74723698.562,85769888.074,19202868.344,20703319.555,22718363.139,53085686.728,ActLiabilities_GASB_2016,11296345.312,payroll_2016,26762070.61,MktAssets_net_2016,30367323.589,ActAssets_GASB_2016,22718363.139,UAAL_GASB_2016,254685,actives_tot_2016,170124,beneficiaries_tot_2016,3416130.678,expense_TotBenefits_2016,20080.24024963379,BeneficiaryBenefit_avg_2016,44354.183842786195,20080.239578190023,20080.239578190023,5,5,5,open,open,open,levdollar,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
72,New Jersey Police & Fire,NJ,Safety,NA,NA,NA,25128684.753,25939616.259,26348593.227,25128684.753,25939616.259,26348593.227,40106,40359,40789,3775845.75,3790648.25,3828524.25,34604896.571,35722403.468,37470081.25,42576,44252,45625,49.24735641479492,48.84859085083008,49.9235725402832,NA,NA,NA,3678910.266,3682677.356,3695509.355,2096755.393,2161647.846,2277762.983,25020485.785,25106858.921,23984726.664,25020485.785,25106858.921,23984726.664,3682677.356,3695509.355,3726807.562,42507164.403,47517765.905,49402169.913,9476211.818000004,9782787.209,11121488.023,37470081.25,ActLiabilities_GASB_2016,3726807.562,payroll_2016,23984726.664,MktAssets_net_2016,26348593.227,ActAssets_GASB_2016,11121488.023,UAAL_GASB_2016,40789,actives_tot_2016,45625,beneficiaries_tot_2016,2277762.983,expense_TotBenefits_2016,49923.5725402832,BeneficiaryBenefit_avg_2016,91367.95611561941,49923.57223013698,49923.57223013698,5,5,5,open,open,open,levdollar,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
